artist_id|artist_name|artist_popularity|artist_genres|artist_added_ts
69g2TelswPN1IiFDKvaoSL|Chairmen Of The Board|30|beach music, classic soul, motown|2023-07-13, 13:43:51
7aLNBjOlzOCyuFmytbbeYM|Matthews' Southern Comfort|28|british folk, classic uk pop|2023-07-13, 13:43:52
7iH90f18JHtgA6f4hjJpo2|Bobby Bloom|25||2023-07-13, 13:43:52
6pgfx4K1p1kT0RewXjmLfk|Roger Whittaker|51|classic schlager, easy listening|2023-07-13, 13:43:53
568ZhdwyaiCyOGJRtNYhWf|Deep Purple|64|album rock, classic rock, hard rock, metal, rock|2023-07-13, 13:43:54
5m8H6zSadhu1j9Yi04VLqD|Sly & The Family Stone|58|classic soul, funk, funk rock, p funk, psychedelic soul, soul, southern soul|2023-07-13, 13:43:54
6eEsIl4wosvhuWI0mfXxAF|Rare Earth|39|blues rock, british blues, classic rock, country rock, psychedelic rock, psychedelic soul, southern rock|2023-07-13, 13:43:55
3dBVyJ7JuOMt4GE9607Qin|T. Rex|59|classic rock, glam rock, protopunk, rock|2023-07-13, 13:43:55
1tttI1iC4FsS6BM5l38oe5|Marmalade|42|bubblegum pop, classic uk pop, merseybeat, rock-and-roll|2023-07-13, 13:43:56
3koiLjNrgRTNbOwViDipeA|Marvin Gaye|72|classic soul, motown, neo soul, northern soul, quiet storm, soul|2023-07-13, 13:43:57
08GQAI4eElDnROBrJRGE0X|Fleetwood Mac|79|album rock, classic rock, rock, soft rock, yacht rock|2023-07-13, 13:43:58
1T0wRBO0CK0vK8ouUMqEl5|Tom Jones|62|adult standards, british invasion|2023-07-13, 13:43:59
57bUPid8xztkieZfS7OlEV|The Supremes|61|classic girl group, disco, motown, soul|2023-07-13, 13:44:00
090VebphoycdEyH165iMqc|Shirley Bassey|50|adult standards, easy listening|2023-07-13, 13:44:01
2AaKscnKxoLM7W3KT9yjtQ|Bob & Marcia|26|early reggae, rocksteady|2023-07-13, 13:44:01
6sOP8RUFR0q0nBOBOXGdBK|Melanie|45|folk, persian pop|2023-07-13, 13:44:02
3pFCERyEiP5xeN2EsPXhjI|Joe Cocker|63|album rock, blues rock, classic rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock|2023-07-13, 13:44:04
11EZGTWr2pY0VZPlWokAbl|The Originals|37|classic soul, motown, northern soul, southern soul|2023-07-13, 13:44:05
0xWTQw2TL6j7mHGOTltsEW|White Plains|25|bubblegum pop, classic uk pop|2023-07-13, 13:44:06
4FAEZeJcsYYBkNq2D3KGTV|Three Dog Night|57|album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, soft rock|2023-07-13, 13:44:07
6YPRXu1dazGYcSZv4HJEH4|The Delfonics|48|classic soul, funk, philly soul, quiet storm, soul|2023-07-13, 13:44:08
0hF0PwB04hnXfYMiZWfJzy|Jimmy Ruffin|44|classic soul, motown, soul, southern soul|2023-07-13, 13:44:09
4Yg38CnYMoN09sMLf6KDdW|R. Dean Taylor|30|northern soul|2023-07-13, 13:44:10
4gIdjgLlvgEOz7MexDZzpM|Status Quo|57|blues rock, british blues, glam rock|2023-07-13, 13:44:11
5Rsz3E1aovbqsmLQOxgK2y|Bobby Sherman|24|bubblegum pop|2023-07-13, 13:44:12
479Yp6DvyXoIaCssAxB4QR|Murray Head|49|new wave pop|2023-07-13, 13:44:13
3miNucraVWk4hdVsIxn7id|Eric Burdon|39|british blues|2023-07-13, 13:44:14
4HolKgxyvgP1D9l9M37HDC|Nicky Thomas|34|early reggae, rocksteady|2023-07-13, 13:44:15
2y8Jo9CKhJvtfeKOsYzRdT|Rod Stewart|70|mellow gold, soft rock|2023-07-14, 10:06:46
3PhoLpVuITZKcymswpck5b|Elton John|81|glam rock, mellow gold, piano rock, rock|2023-07-14, 10:06:46
36QJpDe2go2KgaRleHCDTp|Led Zeppelin|75|album rock, classic rock, hard rock, rock|2023-07-14, 10:06:47
1ThoqLcyIYvZn7iWbj8fsj|Bill Withers|71|funk, quiet storm, soul|2023-07-14, 10:06:48
7EK1bQADBoqbYXnT4Cqv9w|John Denver|67|classic country pop, folk, folk rock, mellow gold, singer-songwriter, soft rock|2023-07-14, 10:06:49
67ea9eGLXYMsO2eYQRui3w|The Who|67|album rock, british invasion, classic rock, hard rock, rock|2023-07-14, 10:06:50
2rc78XDH9zuJP6bm78lU8Z|Derek & The Dominos|56|album rock, blues rock, british blues, classic rock, country rock, electric blues, folk rock, hard rock, heartland rock, mellow gold, psychedelic rock, rock, singer-songwriter|2023-07-14, 10:06:52
4wQ3PyMz3WwJGI5uEqHUVR|Allman Brothers Band|63|album rock, blues rock, classic rock, country rock, folk rock, hard rock, heartland rock, jam band, mellow gold, rock, singer-songwriter, soft rock, southern rock|2023-07-14, 10:06:53
4NgfOZCL9Ml67xzM0xzIvC|Janis Joplin|61|album rock, classic rock, hard rock, psychedelic rock, rock|2023-07-14, 10:06:54
2AV6XDIs32ofIJhkkDevjm|Curtis Mayfield|57|chicago soul, classic soul, funk, soul|2023-07-14, 10:06:55
3dkbV4qihUeMsqN4vBGg93|Al Green|64|classic soul, funk, memphis soul, soul, soul blues, southern soul|2023-07-14, 10:06:55
319yZVtYM9MBGqmSQnMyY6|Carole King|60|brill building pop, folk, folk rock, mellow gold, singer-songwriter, soft rock|2023-07-14, 10:06:56
22bE4uQ6baNwSHPVcDxLCe|The Rolling Stones|76|album rock, british invasion, classic rock, rock|2023-07-14, 10:06:57
7FIoB5PHdrMZVC3q2HE5MS|George Harrison|64|album rock, beatlesque, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock|2023-07-14, 10:06:58
23rleGXVOVVgTk3xgtmfE4|Gordon Lightfoot|61|canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock|2023-07-14, 10:07:00
2Tk0pWxTuQgnE5nsUexrLr|Jean Knight|47|new orleans soul, southern soul|2023-07-14, 10:07:01
502FY8XQYRxClWgolQ3Hf2|Lynn Anderson|46|classic country pop, nashville sound|2023-07-14, 10:07:04
1LZEQNv7sE11VDY3SdxQeN|Bee Gees|75|disco, mellow gold, soft rock|2023-07-14, 10:07:06
1ZikppG9dPedbIgMfnfx8k|Ike & Tina Turner|52|classic soul, disco, rock-and-roll, soul, southern soul|2023-07-14, 10:07:07
3IKV7o6WPphDB7cCWXaG3E|Isaac Hayes|49|classic soul, disco, funk, memphis soul, quiet storm, soul, southern soul|2023-07-14, 10:07:08
2W8UTum7bU7ue6m0r14H97|The Dramatics|48|classic soul, disco, funk, memphis soul, motown, post-disco, quiet storm, soul, southern soul|2023-07-14, 10:07:09
39uv7qSNwIoaAtWNioWnxp|Stampeders|40|classic canadian rock|2023-07-14, 10:07:10
72OaDtakiy6yFqkt4TsiFt|Cher|66|dance pop, pop|2023-07-14, 10:07:10
4STHEaNw4mPZ2tzheohgXB|Paul McCartney|68|beatlesque, classic rock, rock|2023-07-14, 10:07:11
01hRNr3yF5bYnPq4wZ88iI|Tommy James & The Shondells|52|bubblegum pop, classic garage rock, classic rock, country rock, folk rock, mellow gold, psychedelic rock, rock-and-roll|2023-07-14, 10:07:12
1EevBGfUh3RSQSGpluxgBm|Joan Baez|51|american folk revival, folk, folk rock, singer-songwriter|2023-07-14, 10:07:12
4sj6D0zlMOl25nprDJBiU9|Andy Williams|54|adult standards, easy listening|2023-07-14, 10:07:13
6DbJi8AcN5ANdtvJcwBSw8|Ringo Starr|47|beatlesque, classic rock, rock drums|2023-07-14, 10:07:14
4Qk0lWGeXydDvfrDufDQ9p|Richie Havens|42|american folk revival, folk, folk rock, singer-songwriter|2023-07-14, 10:07:15
1sldhz8tzC100cRAdfnMht|Lobo|53|soft rock|2023-07-14, 10:07:16
5dS6VBacLLPyLDAfK3B0OR|The Beginning Of The End|36|bahamian pop, rare groove|2023-07-14, 10:07:18
7vpRSadEAzLs0ikY7gAESe|Hamilton, Joe Frank & Reynolds|35|bubblegum pop, soft rock|2023-07-14, 10:07:19
2tkwWmcZOQPNbbIdknfBsw|The Undisputed Truth|35|classic soul, motown, psychedelic soul, southern soul|2023-07-14, 10:07:19
03PCdNvkF81s7xHmtkNcoz|King Floyd|42|southern soul|2023-07-14, 10:07:20
0ifzzRKdmtgaHy9cfnnyCR|Focus|43|dutch prog, flute rock, nederpop, progressive rock, symphonic rock|2023-07-14, 10:07:21
4bx9rfUR9C0H26TEiVCwdi|Brewer & Shipley|33|country rock|2023-07-14, 10:07:23
4FtSnMlCVxCswABUmdhwpm|Carly Simon|61|classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock|2023-07-14, 10:07:25
4GpIeE34rBNFppvYsWle9c|The Fortunes|36|british invasion|2023-07-14, 10:07:26
2IU5UBup85LmAXh5U36DeC|The Grass Roots|44|bubblegum pop, classic garage rock, country rock, folk rock, psychedelic rock, soft rock, sunshine pop|2023-07-14, 10:07:27
2GFB1Lc67mbqFXTPCM9XzT|Cornelius Brothers & Sister Rose|39|classic soul|2023-07-14, 10:07:27
0Sq7oGrYEe0BDmb13wgjOO|Helen Reddy|46|adult standards, bubblegum pop, mellow gold, soft rock|2023-07-14, 10:07:28
6f07NU6NNMLQYXIABUv7z3|Lee Michaels|28|hammond organ|2023-07-14, 10:07:29
32HPpJAhgnGPT3V7UOggzi|Paul Revere & The Raiders|38|bubblegum pop, classic garage rock, classic rock, country rock, folk rock, mellow gold, merseybeat, protopunk, psychedelic rock, rock-and-roll, rockabilly, singer-songwriter, soft rock|2023-07-14, 10:07:30
5v8jlSmAQfrkTjAlpUfWtu|Perry Como|53|adult standards, easy listening, lounge|2023-07-14, 10:07:31
7BFr36uI1dzJyo6tpa5Ued|The Chi-Lites|44|chicago soul, classic soul, disco, funk, quiet storm, soul, southern soul|2023-07-14, 10:07:31
51RYnAHfrE4xnMomva5kFq|Mouth & MacNeal|29|nederpop|2023-07-14, 10:07:33
10n5lhNDoSMUHWLlnST1yw|Slade|47|glam rock|2023-07-14, 10:07:33
4jrTNltJtTMUfXybDdsHDn|The New Seekers|40|bubblegum pop, classic uk pop, merseybeat, rock-and-roll|2023-07-14, 10:07:34
0TF2NxkJZPQoX1H53rEFM1|Gladys Knight & The Pips|56|classic soul, disco, funk, motown, quiet storm, soul|2023-07-14, 10:07:35
0w7HLMvZOHatWVbAKee1zF|Redbone|60|native american, native american contemporary|2023-07-14, 10:07:36
318uZJvyFSaPjaiYGsvjjm|Middle Of The Road|41|classic uk pop|2023-07-14, 10:07:37
5K7ajGVh8S6bCjRjlhRVIl|Tami Lynn|23|northern soul|2023-07-14, 10:07:37
7y70dch6JuuuNnwlsOQvwW|Nitty Gritty Dirt Band|58|country rock, heartland rock|2023-07-14, 10:07:38
4CSqr95TKzLmNeClcDr219|The Pioneers|40|early reggae, reggae, rocksteady, ska, ska revival|2023-07-14, 10:07:38
65Gh3BfK84aTIugiRCgLBA|Dave Edmunds|40|british blues, power pop, pub rock, rockabilly|2023-07-14, 10:07:39
3JaAGmSTpJK35DqWrDUzBz|Sweet|55|album rock, glam rock, hard rock|2023-07-14, 10:07:40
5ZEAzHE2TzAwUcOj6jMIgf|Donny Osmond|53|bubblegum pop, movie tunes|2023-07-14, 10:07:42
4AgFg0hHythyklEs4t7XKt|Lindisfarne|33|british folk, classic uk pop|2023-07-14, 10:07:43
5fU6lODhpw3GEGGJuaDprR|The Osmonds|34|adult standards, bubblegum pop|2023-07-14, 10:07:43
7knQlwjtPZ9VP98f5XXhhn|Brenda And The Tabulations|32|classic soul, philly soul, souldies|2023-07-14, 10:07:44
42TFhl7WlMRXiNqzSrnzPL|Lou Reed|60|classic rock, glam rock, permanent wave, rock, singer-songwriter|2023-07-14, 10:12:01
1gRNBaI4yn6wCCTvRhGWh8|Don McLean|63|classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock|2023-07-14, 10:12:02
3EhbVgyfGd7HkpsagwL9GS|Alice Cooper|62|album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock|2023-07-14, 10:12:03
0ECwFtbIWEVNwjlrfc6xoL|Eagles|74|album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock|2023-07-14, 10:12:04
35U9lQaRWSQISxQAB94Meo|America|66|album rock, classic rock, folk rock, heartland rock, mellow gold, soft rock|2023-07-14, 10:12:04
5jJN1nmKXzRjodMl1THQeI|Looking Glass|57|sunshine pop|2023-07-14, 10:12:05
6P7H3ai06vU1sGvdpBwDmE|Steely Dan|67|album rock, classic rock, country rock, folk rock, mellow gold, rock, soft rock, yacht rock|2023-07-14, 10:12:08
0nAVvgfE9yI4DwvMiYwk8a|Johnny Nash|54||2023-07-14, 10:12:09
6waa8mKu91GjzD4NlONlNJ|The Hollies|61|album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock|2023-07-14, 10:12:09
5lkiCO9UQ8B23dZ1o0UV4m|Jackson Browne|60|album rock, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, piano rock, singer-songwriter, soft rock|2023-07-14, 10:12:11
3RTzAwFprBqiskp550eSJX|Harry Nilsson|57|classic rock, folk, folk rock, singer-songwriter|2023-07-14, 10:12:12
7xGGqA85UIWX1GoTVM4itC|The Staple Singers|52|chicago soul, classic soul, memphis soul, soul, southern soul|2023-07-14, 10:12:13
187xgSpsFH8mMbAcoCW0zE|Billy Paul|51|classic soul, disco, motown, philly soul, quiet storm, soul|2023-07-14, 10:12:14
7Kkx4dACo6kFSeT9wjfVA5|Raspberries|46|beatlesque, jangle pop, power pop|2023-07-14, 10:12:17
3v4feUQnU3VEUqFrjmtekL|Faces|55|blues rock, british blues, classic rock, country rock, folk rock, glam rock, protopunk, psychedelic rock, roots rock, singer-songwriter|2023-07-14, 10:12:18
1R6Hx1tJ2VOUyodEpC12xM|Jim Croce|65|classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock|2023-07-14, 10:12:19
0Lpr5wXzWLtDWm1SjNbpPb|Todd Rundgren|53|art rock, country rock, folk rock, mellow gold, philly soul, power pop, singer-songwriter, soft rock, zolo|2023-07-14, 10:12:20
0W498bDDNlJIrYMKXdpLHA|Roberta Flack|59|adult standards, disco, quiet storm, soft rock, soul, vocal jazz|2023-07-14, 10:12:21
7AC976RDJzL2asmZuz7qil|Yes|59|album rock, art rock, classic rock, hard rock, progressive rock, rock, soft rock, symphonic rock|2023-07-14, 10:12:21
61zv3hX7l838ZyhaDyAx8S|Gary Glitter|45||2023-07-14, 10:12:22
6ysQi6NI88X627t2srsWz6|Mott The Hoople|44|british blues, glam rock, protopunk|2023-07-14, 10:12:23
2CvCyf1gEVhI0mX6aFXmVI|Paul Simon|67|classic rock, folk, folk rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock|2023-07-14, 10:12:24
6biWAmrHyiMkX49LkycGqQ|Thin Lizzy|60|album rock, blues rock, classic rock, glam metal, hard rock, irish rock, metal, rock|2023-07-14, 10:12:25
2Mhi3jfuRSdbVZPdjqsnnN|Dr. Hook|58|country rock, mellow gold, soft rock|2023-07-14, 10:12:26
38h03gA85YYPeDPd9ER9rT|The O'Jays|57|classic soul, disco, funk, philly soul, quiet storm, soul|2023-07-14, 10:12:26
4HVmeVTQBgvTuvjB1JYwaf|Gilbert O'Sullivan|54|soft rock|2023-07-14, 10:12:26
0PDqlUGugF5Jt6DZyATvfz|Betty Wright|45|classic soul, quiet storm, soul, southern soul|2023-07-14, 10:12:27
7gyVuJLsatWofXCAw1SGxM|Jonathan Edwards|40|country rock|2023-07-14, 10:12:29
0B6QEFtRnneEzb4iqjI0Nw|Arlo Guthrie|41|country rock, folk, folk rock, singer-songwriter|2023-07-14, 10:12:32
3fMbdgg4jU18AjLCKBhRSm|Michael Jackson|80|r&b, soul|2023-07-14, 10:12:34
3fhOTtm0LBJ3Ojn4hIljLo|Roxy Music|58|art rock, glam rock, melancholia, new romantic, new wave, new wave pop, sophisti-pop|2023-07-14, 10:12:37
3ICyfoySNDZqtBVmaBT84I|War|56|classic soul, funk, motown, soul|2023-07-14, 10:12:38
2O0Hw1WSMbskB5tD9aWah3|The Stylistics|51|classic soul, disco, funk, motown, philly soul, quiet storm, soul|2023-07-14, 10:12:39
6HX8AbXUFaYRtlqKb4CCo0|Mac Davis|37|bubblegum pop, classic country pop, country rock|2023-07-14, 10:12:40
6bOYtKnpLPQSfMpS2ilotK|Bobby Vinton|48|adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly|2023-07-14, 10:12:41
7JLwBH0X2G8tgHceqvOu5B|Timmy Thomas|41|classic soul|2023-07-14, 10:12:41
2vaRrv3i7PDOXPEue24qe5|Hot Butter|30|early synthpop, moog|2023-07-14, 10:12:43
1UUYAQ9LiRsZF0ZukQNWXM|The 5th Dimension|50|adult standards, bubblegum pop, folk rock, mellow gold, motown, singer-songwriter, soft rock, sunshine pop|2023-07-14, 10:12:44
1OzPxKCB5R3MLxvkdGN03X|Climax|28|bubblegum pop|2023-07-14, 10:12:47
6vuD08WKtmp1yc7kQx1rBm|The Main Ingredient|40|classic soul, disco, funk, motown, post-disco, quiet storm, soul, southern soul|2023-07-14, 10:12:48
5Pek6HAr0BoHD9P1RuA7d5|Luther Ingram|29|memphis soul, southern soul|2023-07-14, 10:12:49
42q4Ivs7tAiCZ5C7eG5q4c|Harry Chapin|50|classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock|2023-07-14, 10:12:49
0IecGJbdBeYSOVtSPRehh5|Billy Preston|48|funk, psychedelic soul, rock keyboard, soul|2023-07-14, 10:12:51
46VosWAvtZsBl7rvxufsWG|Argent|30|blues rock, british blues, country rock, progressive rock, southern rock, symphonic rock|2023-07-14, 10:12:51
5HRSYURV6LFFRCjAtiK0py|Joe Simon|31|philly soul, southern soul|2023-07-14, 10:12:52
13y0kncDD4J9wxCyfKr10W|Bette Midler|55|adult standards, new wave pop, soft rock|2023-07-14, 10:12:53
7GaxyUddsPok8BuhxN6OUW|James Brown|61|funk, soul|2023-07-14, 10:12:54
3M5aUsJmembbwKbUx434lS|Daniel Boone|36|classic uk pop|2023-07-14, 10:12:54
1NAWG3AngjBXyKbmPaz92D|Sammy Davis Jr.|47|adult standards, lounge, vocal jazz|2023-07-14, 10:12:57
293zczrfYafIItmnmM3coR|Chuck Berry|64|blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul|2023-07-14, 10:12:58
0oSGxfWSnnOXhD2fKuz2Gy|David Bowie|75|art rock, classic rock, glam rock, permanent wave, rock|2023-07-14, 10:23:49
39T6qqI0jDtSWWioX8eGJz|The Doobie Brothers|66|album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock|2023-07-14, 10:23:50
7bPU7cvfoD20ixGD9Qnqki|Stealers Wheel|60|folk rock|2023-07-14, 10:23:52
6zFYqv1mOsgBRQbae3JJ9e|Billy Joel|75|album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock|2023-07-14, 10:23:53
6QtGlUje9TIkLrgPZrESuk|Steve Miller Band|66|album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock|2023-07-14, 10:23:53
5FHwr1FymaS5kutIEK6e2y|King Harvest|57|soft rock|2023-07-14, 10:23:53
0k17h0D3J5VfsdmQ1iZtE9|Pink Floyd|77|album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock|2023-07-14, 10:23:55
59QxeZBL6k9L4oJBGSyukd|The Marshall Tucker Band|56|album rock, blues rock, classic rock, country rock, hard rock, mellow gold, singer-songwriter, soft rock, southern rock|2023-07-14, 10:23:58
3mC1KCuZZSOlN8Z0M56VsV|Dobie Gray|50|northern soul|2023-07-14, 10:24:02
34E3csCxpXunPGEkOVVX2g|Albert Hammond|51|classic uk pop, rock of gibraltar|2023-07-14, 10:24:04
2QsynagSdAqZj3U9HgDzjD|Bob Marley & The Wailers|78|reggae, roots reggae|2023-07-14, 10:24:05
6uSKeCyQEhvPC2NODgiqFE|The Wailers|56|reggae, roots reggae, ska|2023-07-14, 10:24:07
7j9PMegEgVN1fNp8NZXNCI|The Edgar Winter Group|45|album rock, blues rock, british blues, classic rock, country rock, electric blues, folk rock, hard rock, heartland rock, mellow gold, soft rock|2023-07-14, 10:24:10
218kRJZ7FJs0hWIk8Ynzhz|Charlie Rich|49|arkansas country, country, nashville sound|2023-07-14, 10:24:11
3sFhA6G1N0gG1pszb6kk1m|Wings|63|album rock, beatlesque, classic rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock|2023-07-14, 10:24:12
320TrJub4arztwXRm7kqVO|Dr. John|51|acoustic blues, blues, funk, jazz blues, louisiana blues, modern blues, new orleans blues, piano blues, roots rock, soul, traditional blues|2023-07-14, 10:24:12
4MVyzYMgTwdP7Z49wAZHx0|Lynyrd Skynyrd|71|album rock, classic rock, hard rock, rock, southern rock|2023-07-14, 10:24:13
1iTlOqIrZy8DlvCPJY2sjS|Golden Earring|52|album rock, dutch prog, dutch rock, nederpop|2023-07-14, 10:24:15
0LcJLqbBmaGUft1e9Mm8HV|ABBA|78|europop, swedish pop|2023-07-14, 10:24:17
53QzNeFpzAaXYnrDBbDrIp|The Isley Brothers|60|classic soul, funk, motown, quiet storm, soul|2023-07-14, 10:24:19
3rfgbfpPSfXY40lzRK7Syt|Barry White|63|disco, quiet storm, soul|2023-07-14, 10:24:19
7z1zaOeWiHpl4SD2N9ZBgk|Bloodstone|40|classic soul, disco, funk, motown, p funk, post-disco, quiet storm, soul, southern soul|2023-07-14, 10:24:20
6jdObwsrIjSRnBbMw6lPBj|Seals and Crofts|55|album rock, classic rock, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock|2023-07-14, 10:24:22
1SvG3y1gYAFOsv9785Xu9T|Tom T. Hall|50|classic country pop, outlaw country|2023-07-14, 10:24:23
7jefIIksOi1EazgRTfW2Pk|Electric Light Orchestra|69|album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock|2023-07-14, 10:24:23
0JCxGVxsISZzJHJPUOtceB|Tower Of Power|46|funk, jazz funk|2023-07-14, 10:24:29
46n0cAhBmsRJZiX6GSFmbf|David Essex|36|glam rock|2023-07-14, 10:24:30
3bnf5pPVQFWv762IiavilV|Maureen McGovern|35|bubblegum pop|2023-07-14, 10:24:30
15jHZ1EZwmm2QDjKctvqJQ|Suzi Quatro|54|glam rock|2023-07-14, 10:24:32
562Od3CffWedyz2BbeYWVn|Mike Oldfield|57|progressive rock, symphonic rock|2023-07-14, 10:24:34
6i6WlGzQtXtz7GcC5H5st5|10cc|58|album rock, art rock, classic rock, glam rock, mellow gold, new romantic, soft rock, yacht rock|2023-07-14, 10:24:35
2RwV62DIxFGEn8aWO3iaMM|Al Wilson|36|northern soul|2023-07-14, 10:24:37
5odf7hjI7hyvAw66tmxhGF|Roger Daltrey|34|album rock, british blues|2023-07-14, 10:24:41
6fvN9GmMCVKb5LY0WsnjFP|Nazareth|57|album rock, classic rock, glam metal, hard rock, rock|2023-07-14, 10:24:42
5IVNNR05uQhrkBIogJtQD8|Edward Bear|24|classic canadian rock|2023-07-14, 10:24:43
3ijY78RxOagYo8FOgSEkWj|Marie Osmond|40|bubblegum pop, classic country pop|2023-07-14, 10:24:45
1FqqOl9itIUpXr4jZPIVoT|The Drifters|57|adult standards, doo-wop, rock-and-roll, rockabilly, soul|2023-07-14, 10:24:45
7823Dim2TzjiQQ9wRQxyi9|Wizzard|26|glam rock|2023-07-14, 10:24:46
32vWCbZh0xZ4o9gkz4PsEU|Dolly Parton|70|classic country pop, country, country dawn|2023-07-14, 10:26:10
6PAt558ZEZl0DmdXlnjMgD|Eric Clapton|69|album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock|2023-07-14, 10:26:12
1dfeR4HaWDbWqFHLkxsg1d|Queen|82|classic rock, glam rock, rock|2023-07-14, 10:26:13
2AM4ilv6UzW0uMRuqKtDgN|ZZ Top|69|album rock, blues rock, classic rock, hard rock, rock|2023-07-14, 10:26:13
0UpuH5U4nZ3UGGUJi0Zfbp|Blue Swede|58|classic swedish pop|2023-07-14, 10:26:16
5q4AzEtCoYJyXjMMoEkSU5|Bachman-Turner Overdrive|57|album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock|2023-07-14, 10:26:19
5Pqx4mXYDGIDcg8E5FYjZ8|Carl Douglas|50||2023-07-14, 10:26:21
6PpGPIrFf3LM7Q77eR4Bts|Hues Corporation|48|disco|2023-07-14, 10:26:23
5N6GwJzOcOY5kv8p0NjhYL|Neil Sedaka|54|adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock|2023-07-14, 10:26:25
07XSN3sPlIlB2L2XNcTwJw|KISS|70|glam rock, hard rock, rock|2023-07-14, 10:26:28
2zpFG5cvw00QmrYTUsjApa|The Three Degrees|47|classic girl group, disco, motown, philly soul|2023-07-14, 10:26:29
3JsMj0DEzyWc0VDlHuy9Bx|Supertramp|68|album rock, art rock, classic rock, glam rock, mellow gold, piano rock, progressive rock, rock, soft rock, symphonic rock|2023-07-14, 10:26:30
7jmTilWYlKOuavFfmQAcu6|Barbra Streisand|62|adult standards, operatic pop|2023-07-14, 10:26:31
6PwcexHTG0qJWQQwp05Bpm|Pilot|42|classic uk pop, glam rock|2023-07-14, 10:26:33
28AyklUmMECPwdfo8NEsV0|Jimmy Buffett|67|trop rock|2023-07-14, 10:26:34
2Hkut4rAAyrQxRdof7FVJq|Rush|64|album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock|2023-07-14, 10:26:34
457yGSZecENoIuNWelRHhH|The Love Unlimited Orchestra|43|classic soul, disco, post-disco|2023-07-14, 10:26:35
6uQnHzEj8hj0UZCKjBvTaG|Ralph McTell|40|british folk|2023-07-14, 10:26:38
438JBZR1AR0l04AzcYW9gy|Harold Melvin & The Blue Notes|52|classic soul, disco, funk, philly soul, quiet storm, soul, southern soul|2023-07-14, 10:26:40
3DznKagEU8yMQZR9z33Da5|LaBelle|39|disco|2023-07-14, 10:26:40
09dDdtfi4mWLdC2BHOrIrl|Terry Jacks|46|classic uk pop|2023-07-14, 10:26:41
1YLsqPcFg1rj7VvhfwnDWm|Rufus & Chaka Khan|43|funk|2023-07-14, 10:26:42
1l51Sc9HBh8fLXUDEjFhxU|William DeVaughn|45|classic soul, philly soul|2023-07-14, 10:26:43
5MYBNUKoFf9LAg30ByaBli|Andy Kim|36|bubblegum pop, classic uk pop|2023-07-14, 10:26:45
7pwjGKaqnfkvS7eQbHaqyH|Sparks|50|glam rock, synthpop, zolo|2023-07-14, 10:26:46
6oV3BNm1Gj2GGgpYknc5TN|George McCrae|49|disco|2023-07-14, 10:26:47
2hgP9Ap2tc10R5jrQaEpMT|Charles Aznavour|60|chanson|2023-07-14, 10:26:48
0F4yfY9manxJrgsfwbXdZa|Johnny Bristol|34|classic soul, motown|2023-07-14, 10:26:49
7ceUfdWq2t5nbatS6ollHh|Paul Anka|58|adult standards, canadian pop, easy listening, rock-and-roll|2023-07-14, 10:26:50
7tLLSEaHMMJPbsYAz8MkEw|Blue Magic|39|classic soul, funk, motown, philly soul, quiet storm, soul, southern soul|2023-07-14, 10:26:50
6jg1EbpTL27toPdfzveorJ|Ken Boothe|45|lovers rock, reggae, rocksteady, roots reggae|2023-07-14, 10:26:52
33W24YuaMUEk85MwRX6cRs|Paper Lace|34|bubblegum pop, classic uk pop|2023-07-14, 10:26:52
2VUiF0VFkXzB0DLg9AzrqT|Maria Muldaur|37||2023-07-14, 10:26:54
3r9TXuXfOUxXjgYgAR0fP8|Bay City Rollers|45|bubblegum pop|2023-07-14, 10:26:55
